,newid,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr
6097,8212,LA,4,M,N,N,N,N,N,Y,N,N
6098,8213,BU,3,M,N,N,N,N,N,Y,N,N
6099,8214,EN,1,M,N,N,N,N,N,Y,N,N
6100,8215,BU,3,F,N,N,N,N,N,Y,N,N
6101,8216,LA,4,M,N,N,N,N,N,Y,N,N
6102,8217,LA,4,F,N,N,N,N,N,Y,N,N
6103,8218,LA,4,F,N,N,N,N,N,Y,N,N
6104,8219,LA,3,F,N,N,N,N,N,Y,N,N
6105,8220,LA,4,F,N,N,Y,N,N,N,N,N
6106,8221,LA,1,M,N,N,N,N,N,Y,N,N
6107,8222,LA,3,F,N,N,N,N,N,Y,N,N
6108,8223,BU,3,M,N,N,N,N,N,Y,N,N
6109,8224,AR,3,M,N,N,N,N,N,Y,N,N
6110,8225,BU,2,F,N,N,N,N,N,Y,N,N
6111,8226,LA,3,F,N,N,N,N,N,Y,N,N
6112,8227,EN,3,M,N,N,Y,N,N,N,N,N
6113,8228,LA,3,M,N,N,N,N,N,Y,N,N
6114,8229,BU,3,M,N,N,N,N,N,Y,N,N
6115,8230,FA,3,F,N,N,Y,N,N,N,N,N
6116,8231,BU,3,M,N,N,N,N,N,Y,N,N
6117,8232,BU,4,M,N,N,N,N,N,Y,N,N
6118,8233,LA,4,F,N,N,N,N,N,Y,N,N
6119,8234,LA,5,F,N,N,N,N,N,Y,N,N
6120,8235,LA,4,F,N,N,N,N,N,Y,N,N
6121,8236,LA,4,F,N,N,Y,N,N,N,N,N
6122,8237,BU,3,M,N,N,N,N,N,Y,N,N
6123,8238,LA,2,F,N,N,N,N,N,Y,N,N
6124,8239,FA,3,F,N,N,N,N,N,Y,N,N
6125,8240,LA,3,F,N,N,Y,N,N,N,N,N
6126,8241,LA,4,M,N,N,N,N,N,Y,N,N
6127,8242,LA,3,M,N,N,Y,N,N,Y,N,N
6128,8243,LA,4,M,N,N,N,N,N,Y,N,N
6129,8244,LA,4,M,N,N,Y,N,N,N,N,N
6130,8245,LA,3,F,N,N,N,N,N,Y,N,N
6131,8246,LA,4,F,N,N,Y,N,N,N,N,N
6132,8247,LA,4,M,N,N,Y,N,N,N,N,N
6133,8248,LA,4,F,N,N,Y,N,N,N,N,N
6134,8249,EN,4,M,N,N,N,N,N,Y,N,N
6135,8250,LA,4,F,N,N,Y,N,N,N,N,N
6136,8251,LA,3,M,N,N,Y,N,N,N,N,N
6137,8252,LA,4,F,N,N,Y,N,N,N,N,N
6138,8253,BU,3,F,N,N,N,N,N,Y,N,N
6139,8254,LA,4,M,N,N,Y,N,N,N,N,N
6140,8255,LA,4,M,N,N,N,N,N,Y,N,N
6141,8256,BU,4,M,N,N,N,N,N,Y,N,N
6142,8257,LA,5,M,N,N,Y,N,N,N,N,N
6143,8258,LA,0,F,N,N,N,N,N,Y,N,N
6144,8259,AR,2,M,N,N,Y,N,N,N,Y,N
6145,8260,BU,3,F,N,N,N,N,N,Y,N,N
6146,8261,LA,4,M,N,N,N,N,N,Y,N,N
6147,8262,EN,5,M,N,N,Y,N,N,N,Y,N
6148,8263,EN,3,M,Y,N,N,N,N,Y,N,N
6149,8264,BU,4,F,N,N,Y,N,N,Y,N,N
6150,8265,LA,3,M,N,N,N,N,N,Y,N,N
6151,8266,LA,3,M,N,N,N,N,N,Y,N,N
6152,8267,LA,3,F,N,N,Y,N,N,N,N,N
6153,8268,LA,3,M,N,N,N,N,N,Y,N,N
6154,8269,BU,4,M,N,N,N,N,N,Y,N,N
6155,8270,EN,4,M,N,N,N,N,N,Y,N,N
6156,8271,BU,4,F,N,N,N,N,N,Y,N,N
6157,8272,LA,4,M,N,N,N,N,N,Y,N,N
6158,8273,EN,3,F,N,N,N,N,N,Y,N,N
6159,8274,AR,3,F,N,N,N,N,N,Y,N,N
6160,8275,EN,4,M,N,N,N,N,N,Y,N,N
6161,8276,LA,5,F,N,N,N,N,N,Y,N,N
6162,8277,LA,3,F,N,N,N,N,N,Y,N,N
6163,8278,LA,4,M,N,N,Y,N,N,Y,N,N
6164,8279,LA,4,M,N,N,N,N,N,Y,N,N
6165,8280,BU,4,M,N,N,N,N,N,Y,N,N
6166,8281,LA,3,F,N,N,N,N,N,Y,N,N
6167,8282,EN,4,F,N,N,N,N,N,Y,N,N
6168,8283,BU,4,F,N,N,N,N,N,Y,N,N
6169,8284,LA,3,M,N,N,N,N,N,Y,N,N
6170,8285,LA,2,M,N,N,N,Y,N,N,N,N
6171,8286,EN,5,F,N,N,N,N,N,N,N,Y
6172,8287,LA,4,F,N,N,N,N,N,N,N,Y
6173,8288,LA,3,F,N,N,Y,N,N,N,N,N
6174,8289,EN,4,F,N,N,N,N,N,Y,N,N
6175,8290,LA,3,F,N,N,N,N,N,Y,N,N
6176,8291,LA,4,F,N,N,N,N,N,Y,N,N
6177,8292,LA,3,M,Y,N,N,N,N,Y,N,N
6178,8293,EN,4,F,N,N,N,N,N,Y,N,N
6179,8294,LA,3,F,N,N,N,N,N,Y,N,N
6180,8295,AR,3,M,N,N,N,N,N,Y,N,N
6181,8296,LA,1,M,N,N,N,N,N,Y,N,N
6182,8297,LA,4,F,N,N,Y,N,N,Y,N,N
6183,8298,BU,4,M,N,N,N,N,N,Y,N,N
6184,8299,EN,3,F,N,N,N,N,N,Y,N,N
6185,8300,BU,2,M,N,N,N,Y,N,N,N,N
6186,8301,EN,3,M,N,N,N,N,N,Y,N,N
6187,8302,LA,2,M,N,N,N,N,N,Y,N,N
6188,8303,LA,4,M,N,N,Y,N,N,N,N,N
6189,8304,LA,3,F,N,N,N,N,N,Y,N,N
6190,8305,AR,3,M,N,N,N,N,N,Y,N,N
6191,8306,BU,3,F,N,N,N,N,N,Y,N,N
6192,8307,BU,3,M,N,N,N,N,N,Y,N,N
6193,8308,LA,3,F,N,N,N,N,N,Y,N,N
6194,8309,BU,3,F,N,N,N,N,N,Y,N,N
6195,8310,FA,2,F,N,N,Y,N,N,N,N,N
6196,8311,BU,3,M,N,N,N,N,N,Y,N,N
6197,8312,BU,3,F,N,N,N,N,N,Y,N,N
6198,8313,LA,4,M,N,N,Y,N,N,N,N,N
6199,8314,LA,4,F,N,N,Y,N,N,N,Y,N
6200,8315,BU,4,M,N,N,N,N,N,Y,N,N
6201,8316,BU,3,M,N,N,N,N,N,Y,N,N
6202,8317,EN,4,F,N,N,Y,N,N,Y,N,N
6203,8318,LA,4,F,N,N,N,N,N,Y,N,N
6204,8319,LA,4,F,Y,N,N,N,N,N,N,N
6205,8320,EN,3,F,N,N,N,N,N,Y,N,N
6206,8321,LA,1,F,N,N,Y,N,N,N,N,N
6207,8322,LA,4,F,N,N,N,N,N,N,Y,N
6208,8323,LA,4,F,N,N,N,N,N,N,N,Y
6209,8324,LA,4,M,N,N,N,N,N,Y,N,N
6210,8325,LA,3,F,N,N,N,N,N,Y,N,N
6211,8326,FA,4,F,N,N,N,N,N,Y,N,N
6212,8327,LA,2,F,Y,N,N,N,N,Y,N,N
6213,8328,LA,3,M,N,N,N,N,N,Y,N,N
6214,8329,LA,4,F,N,N,N,N,N,Y,N,N
6215,8330,LA,3,M,N,N,N,N,N,Y,N,N
6216,8331,FA,3,F,N,N,N,N,N,Y,N,N
6217,8332,BU,3,M,Y,N,N,N,N,Y,N,N
6218,8333,LA,4,M,N,N,Y,N,N,N,Y,N
6219,8334,LA,3,F,N,N,N,N,N,Y,N,N
6220,8335,EN,3,M,Y,Y,N,N,N,Y,N,N
6221,8336,BU,3,F,Y,N,N,N,N,N,N,N
6222,8337,EN,4,M,N,N,N,N,N,Y,N,N
6223,8338,LA,4,F,N,N,Y,N,N,N,N,N
6224,8339,LA,2,F,N,N,N,N,N,Y,N,N
6225,8340,LA,3,F,N,N,N,N,N,Y,N,N
6226,8341,EN,4,M,N,N,N,N,N,Y,N,N
6227,8342,EN,1,M,N,N,N,N,N,Y,N,N
6228,8343,LA,4,M,N,N,Y,N,N,N,N,N
6229,8344,LA,4,F,N,N,Y,N,N,N,N,N
6230,8345,EN,4,F,N,N,N,N,N,Y,N,N
6231,8346,EN,3,M,N,N,N,Y,N,N,N,N
6232,8347,LA,4,F,N,N,N,N,N,Y,N,N
6233,8348,LA,4,M,N,N,N,N,N,Y,N,N
6234,8349,EN,4,M,N,N,Y,N,N,N,N,N
6235,8350,LA,4,F,Y,N,N,N,N,Y,N,N
6236,8351,LA,4,M,N,N,N,N,N,Y,N,N
6237,8352,BU,3,F,N,N,Y,N,N,N,Y,N
6238,8353,LA,3,F,N,N,N,N,N,Y,N,N
6239,8354,EN,1,M,N,N,N,N,N,Y,N,N
6240,8355,LA,4,M,N,N,Y,N,N,N,N,N
6241,8356,LA,4,M,N,N,N,N,N,Y,N,N
6242,8357,EN,3,M,N,N,N,N,N,Y,N,N
6243,8358,LA,3,F,N,N,N,N,N,N,N,Y
6244,8359,FA,3,M,N,N,N,N,N,Y,N,N
6245,8360,BU,2,F,N,N,N,N,N,Y,N,N
6246,8361,LA,3,F,N,N,N,N,N,Y,N,N
6247,8362,BU,4,F,N,N,N,N,N,Y,N,N
6248,8363,LA,3,M,N,N,N,N,N,Y,N,N
6249,8364,EN,3,F,N,N,Y,N,N,N,N,N
6250,8365,EN,3,M,N,N,N,N,N,Y,N,N
6251,8366,LA,4,M,N,N,N,N,N,Y,N,N
6252,8367,LA,3,M,N,N,N,N,N,Y,N,N
6253,8368,BU,5,M,N,N,N,N,N,Y,N,N
6254,8369,EN,4,M,N,N,N,N,N,Y,N,N
6255,8370,LA,4,M,N,N,N,N,N,Y,N,N
6256,8371,LA,3,F,N,N,N,N,N,Y,N,N
6257,8372,BU,3,M,N,N,N,N,N,Y,N,N
6258,8373,LA,3,F,N,N,N,N,N,Y,N,N
6259,8374,LA,3,F,N,N,N,N,N,Y,N,N
6260,8375,BU,3,M,N,N,Y,N,N,N,Y,N
6261,8376,LA,4,F,N,N,Y,N,N,N,Y,N
6262,8377,LA,3,F,N,N,Y,N,N,N,N,N
6264,8379,EN,4,F,N,N,N,N,N,Y,N,N
6265,8380,LA,4,F,N,N,N,N,N,Y,N,N
6266,8381,EN,3,M,N,N,N,N,N,Y,N,N
6267,8382,EN,4,M,N,N,N,N,N,Y,N,N
6268,8383,EN,3,M,N,N,N,N,N,Y,N,N
6269,8384,EN,3,M,N,N,N,N,N,Y,N,N
6270,8385,EN,3,F,N,N,N,N,N,Y,N,N
6271,8386,LA,4,F,N,N,N,N,N,Y,N,N
6272,8387,LA,3,F,Y,N,N,N,N,Y,N,N
6273,8388,EN,4,F,N,N,N,N,N,Y,N,N
6274,8389,EN,4,M,N,N,N,N,N,Y,N,N
6275,8390,LA,4,M,N,N,Y,N,N,N,N,N
6276,8391,AR,3,F,N,N,N,N,N,Y,N,N
6277,8392,BU,3,F,N,N,N,N,N,Y,N,N
6278,8393,LA,5,F,N,N,N,N,N,Y,N,N
6279,8394,BU,3,F,N,N,N,N,N,Y,N,N
6280,8395,LA,3,F,N,N,Y,N,N,Y,N,N
6281,8396,LA,4,M,N,N,N,N,N,Y,N,N
6282,8397,EN,3,F,N,N,N,N,N,Y,N,N
6283,8398,LA,3,F,N,N,N,N,N,Y,N,N
6284,8399,LA,3,F,N,N,N,N,N,Y,N,N
6285,8400,LA,4,M,N,N,Y,N,N,N,N,N
6286,8401,LA,2,M,N,N,N,N,N,Y,N,N
6287,8402,LA,4,M,N,N,Y,N,N,N,N,N
6288,8403,LA,2,F,N,N,Y,N,N,N,N,N
6289,8404,BU,3,M,N,N,N,N,N,Y,N,N
6290,8405,EN,3,M,N,N,N,N,N,Y,N,N
6291,8406,LA,3,F,N,N,N,N,N,Y,N,N
6292,8407,LA,3,F,N,N,N,N,N,Y,N,N
6293,8408,EN,5,M,N,N,Y,N,N,N,N,N
6294,8409,LA,3,F,N,N,N,N,N,N,N,Y
6295,8410,LA,3,M,N,N,N,N,N,Y,N,N
6296,8411,LA,3,M,N,N,N,N,N,Y,N,N
6297,8412,LA,3,F,N,N,N,Y,N,N,N,N
6298,8413,LA,4,M,N,N,Y,N,N,N,Y,N
6299,8414,EN,3,M,N,N,Y,N,N,N,N,N
6300,8415,LA,4,F,N,N,N,N,N,Y,N,N
6301,8416,BU,3,M,N,N,N,N,N,Y,N,N
6302,8417,LA,3,F,N,N,N,N,N,Y,N,N
6303,8418,LA,5,M,N,N,Y,N,N,N,Y,N
6304,8419,LA,4,M,N,N,N,Y,N,N,N,N
6305,8420,EN,3,M,N,N,N,N,N,Y,N,N
6306,8421,LA,3,F,N,N,N,Y,N,N,N,N
6307,8422,BU,3,M,N,N,N,N,N,Y,N,N
6308,8423,LA,2,F,N,N,Y,Y,N,N,N,N
6309,8424,BU,2,M,N,N,N,N,N,Y,N,N
6310,8425,LA,2,F,N,N,N,N,Y,N,N,N
6311,8426,EN,4,M,N,N,Y,N,N,Y,N,N
6312,8427,EN,4,F,N,N,Y,N,N,N,Y,N
6313,8428,AR,3,F,N,N,N,N,N,Y,N,N
6314,8429,LA,1,M,N,N,N,N,N,Y,N,N
6315,8430,FA,4,F,N,N,Y,N,N,N,N,N
6316,8431,BU,2,M,N,N,N,N,N,Y,N,N
6317,8432,BU,3,F,N,N,N,N,N,Y,N,N
6318,8433,EN,3,M,N,N,N,N,N,Y,N,N
6319,8434,BU,5,F,N,N,Y,N,N,N,N,N
6320,8435,EN,3,M,N,N,N,N,N,Y,N,N
6321,8436,LA,2,M,N,N,N,N,N,Y,N,N
6322,8437,LA,4,F,N,N,N,N,N,Y,N,N
6323,8438,LA,3,F,N,N,N,N,N,Y,N,N
6324,8439,BU,3,F,N,N,Y,N,N,N,N,N
6325,8440,AR,3,F,N,N,N,N,N,Y,N,N
6326,8441,EN,4,M,N,N,N,N,N,Y,N,N
6327,8442,AR,3,F,N,N,Y,N,N,N,Y,N
6328,8443,LA,2,F,N,N,N,Y,N,N,N,N
6329,8444,BU,3,M,,,Y,,,,,
6330,8445,LA,3,M,N,N,N,Y,N,N,N,N
6331,8446,EN,4,F,Y,N,N,N,N,N,N,N
6332,8447,LA,3,F,N,N,N,N,N,Y,N,N
6333,8448,LA,5,M,N,N,N,N,N,Y,N,N
6334,8449,LA,2,M,Y,N,N,N,N,N,N,N
6335,8450,EN,4,F,N,N,N,N,N,Y,N,N
6336,8451,LA,3,F,N,N,N,N,N,N,N,Y
6337,8452,LA,4,F,N,N,N,N,N,Y,N,N
6338,8453,LA,2,M,N,N,Y,N,N,N,Y,N
6339,8454,AR,3,M,N,N,N,N,N,N,Y,N
6340,8455,LA,3,F,N,N,N,Y,N,N,N,N
6341,8456,LA,3,F,N,N,N,N,N,N,N,Y
6342,8457,EN,5,M,N,N,Y,N,N,N,Y,N
6343,8458,BU,6,M,N,N,N,N,N,Y,N,N
6344,8459,LA,3,F,N,N,Y,N,N,N,N,N
6345,8460,BU,3,M,N,N,Y,N,N,N,N,N
6346,8461,LA,3,F,N,N,N,N,N,Y,N,N
6347,8462,EN,3,M,Y,N,N,Y,N,N,N,N
6348,8463,LA,4,F,Y,N,N,N,N,Y,N,N
6349,8464,EN,3,F,N,N,Y,N,N,N,N,N
6350,8465,LA,3,F,Y,N,N,N,N,N,N,N
6351,8466,LA,4,M,N,N,Y,N,N,N,N,N
6352,8467,LA,4,F,N,N,Y,N,N,N,N,N
6353,8468,AR,3,M,N,N,N,N,N,Y,N,N
6354,8469,LA,4,M,N,N,N,N,N,Y,N,N
6355,8470,LA,4,M,N,N,N,N,N,Y,N,N
6356,8471,BU,4,M,N,N,N,N,N,Y,N,N
6357,8472,EN,4,M,N,N,N,N,N,Y,N,N
6358,8473,FA,4,F,N,N,N,N,N,Y,N,N
6359,8474,LA,3,M,N,N,N,N,N,Y,N,N
6360,8475,EN,5,F,N,N,Y,N,N,N,N,N
6361,8476,BU,3,F,N,N,N,N,N,Y,N,N
6362,8477,LA,4,M,N,N,N,N,N,Y,N,N
6363,8478,LA,4,F,N,N,N,N,N,N,N,Y
6364,8479,LA,3,M,N,N,Y,N,N,N,N,N
6365,8480,LA,4,M,N,N,Y,N,N,N,N,N
6366,8481,LA,3,M,N,N,N,N,N,Y,N,N
6367,8482,AR,4,F,N,N,Y,N,N,N,N,N
6368,8483,LA,0,F,N,N,N,N,N,Y,N,N
6369,8484,BU,4,M,N,N,N,N,N,Y,N,N
6370,8485,LA,4,F,N,N,N,Y,N,N,N,N
6371,8486,LA,3,M,N,N,Y,N,N,N,Y,N
6372,8487,LA,3,F,N,N,Y,N,N,N,Y,N
6373,8488,FA,3,F,N,N,N,N,N,Y,N,N
6374,8489,BU,4,M,N,N,N,N,N,Y,N,N
6375,8490,LA,4,F,N,N,N,N,N,Y,N,N
6376,8491,BU,4,M,N,N,N,N,N,Y,N,N
6377,8492,BU,4,M,N,N,Y,N,N,N,Y,N
6378,8493,BU,3,M,N,N,N,N,N,Y,N,N
6379,8494,LA,5,F,N,N,Y,N,N,N,N,N
6380,8495,BU,3,M,N,N,Y,N,N,N,Y,N
6381,8496,BU,4,M,N,N,Y,N,N,N,N,N
6382,8497,LA,4,F,N,N,N,N,N,Y,N,N
6383,8498,FA,2,F,N,N,N,N,N,Y,N,N
6384,8499,FA,4,F,N,N,Y,N,N,N,N,N
6385,8500,LA,3,M,N,N,N,N,N,Y,N,N
6386,8501,LA,2,F,N,N,N,N,N,Y,N,N
6387,8502,AR,6,F,N,N,N,N,N,N,Y,N
6388,8503,LA,4,M,N,N,Y,N,N,N,N,N
6389,8504,EN,4,F,N,N,N,N,N,N,Y,N
6390,8505,LA,4,F,Y,N,N,N,N,Y,N,N
6391,8506,LA,4,F,N,N,N,N,N,Y,N,N
6392,8507,EN,4,F,Y,N,N,N,N,Y,N,N
6393,8508,EN,4,F,N,N,N,Y,N,N,N,N
6394,8509,EN,4,M,N,N,Y,N,N,N,Y,N
6395,8510,LA,3,F,N,N,Y,N,N,N,Y,N
6396,8511,LA,4,F,N,N,Y,N,N,N,N,N
6397,8512,LA,4,M,N,N,N,N,N,Y,N,N
6398,8513,BU,4,F,N,N,N,N,N,Y,N,N
6399,8514,BU,2,M,N,N,N,N,N,Y,N,N
6400,8515,LA,3,F,N,N,N,N,N,Y,N,N
6401,8516,LA,4,F,N,N,N,N,N,Y,N,N
6402,8517,EN,5,M,N,N,Y,N,N,N,N,N
6403,8518,FA,4,F,N,N,N,N,N,Y,N,N
6404,8519,LA,3,F,N,N,Y,N,N,N,N,N
6405,8520,BU,4,M,N,N,N,N,N,Y,N,N
6406,8521,LA,3,M,N,N,N,N,N,Y,N,N
6407,8522,EN,5,F,N,N,Y,N,N,N,N,N
6408,8523,LA,3,M,N,N,Y,N,N,N,N,N
6409,8524,LA,3,F,N,N,N,N,N,Y,N,N
6410,8525,EN,4,M,N,N,N,N,N,Y,N,N
6411,8526,LA,3,M,N,N,N,N,N,N,N,Y
6412,8527,LA,4,F,N,N,Y,N,N,N,N,N
6413,8528,LA,6,F,N,N,Y,N,N,N,Y,N
6414,8529,LA,3,M,N,N,N,N,N,Y,N,N
6415,8530,EN,4,M,N,N,Y,N,N,N,Y,N
6416,8531,BU,4,F,N,N,Y,N,N,N,Y,N
6417,8532,LA,4,M,N,N,N,N,N,Y,N,N
6418,8533,EN,5,M,N,N,N,N,N,Y,N,N
6419,8534,LA,4,M,N,N,Y,N,N,N,N,N
6420,8535,EN,3,M,N,N,N,N,N,Y,N,N
6421,8536,LA,4,F,N,N,N,N,N,Y,N,N
6422,8537,BU,4,F,N,N,N,N,N,Y,N,N
6423,8538,EN,3,F,N,N,N,N,N,Y,N,N
6424,8539,EN,4,F,N,N,Y,N,N,N,Y,N
6425,8540,EN,4,F,N,N,Y,N,N,N,Y,N
6426,8541,LA,4,M,N,N,N,N,N,Y,N,N
6427,8542,LA,3,F,N,N,Y,N,N,N,,N
6428,8543,LA,4,M,N,N,Y,N,N,N,N,N
6429,8544,BU,3,M,N,N,N,N,N,Y,N,N
6430,8545,LA,5,M,N,N,Y,N,N,N,Y,N
6431,8546,LA,4,F,N,N,Y,N,N,N,Y,N
6432,8547,BU,4,M,N,N,N,N,N,N,Y,N
6433,8548,FA,4,F,N,N,Y,N,N,N,N,N
6434,8549,AR,4,F,N,N,N,N,N,Y,N,N
6435,8550,LA,3,F,Y,N,N,N,N,Y,N,N
6436,8551,LA,4,M,N,N,N,N,N,Y,N,N
6437,8552,LA,3,M,N,N,N,N,N,Y,N,N
6438,8553,LA,5,F,N,N,Y,N,N,N,N,N
6439,8554,LA,3,F,N,N,N,N,N,Y,N,N
6440,8555,LA,3,F,N,N,N,Y,N,N,N,N
6441,8556,EN,4,F,N,N,Y,N,N,N,N,N
6442,8557,LA,3,M,N,N,N,N,N,Y,N,N
6443,8558,LA,4,M,N,N,N,N,N,Y,N,N
6444,8559,BU,4,F,N,N,Y,N,N,N,N,N
6445,8560,BU,3,M,N,N,Y,N,N,N,N,N
6446,8561,LA,3,F,N,N,N,N,N,Y,N,N
6447,8562,LA,4,F,N,N,Y,N,N,N,N,N
6448,8563,LA,4,F,N,N,N,N,N,Y,N,N
6449,8564,LA,4,F,N,N,N,N,N,Y,N,N
6450,8565,BU,4,M,N,N,N,N,N,Y,N,N
6451,8566,LA,4,F,N,N,Y,N,N,N,N,N
6452,8567,BU,4,M,N,N,N,N,N,Y,N,N
6453,8568,LA,5,F,N,N,N,N,N,Y,N,N
6454,8569,LA,4,F,N,N,N,N,N,Y,N,N
6455,8570,LA,3,F,N,N,N,N,N,Y,N,N
6456,8571,LA,4,M,N,N,N,Y,N,N,N,N
6457,8572,LA,3,F,N,N,N,N,N,Y,N,N
6458,8573,LA,5,F,N,N,N,N,N,Y,N,N
6459,8574,LA,4,F,N,N,N,N,N,Y,N,N
6460,8575,BU,3,M,N,N,N,N,N,Y,N,N
6461,8576,LA,4,F,N,N,N,N,N,Y,N,N
6462,8577,EN,4,M,N,N,N,N,N,Y,N,N
6463,8578,LA,4,M,N,N,Y,N,N,N,N,N
6464,8579,LA,4,F,N,N,N,N,N,Y,N,N
6465,8580,LA,3,F,N,N,N,N,N,Y,N,N
6466,8581,LA,3,M,N,N,Y,N,N,N,Y,N
6467,8582,BU,3,M,N,N,Y,N,N,N,N,N
6468,8583,LA,4,F,N,N,N,N,N,Y,N,N
6469,8584,LA,3,M,N,N,N,N,N,Y,N,N
6470,8585,LA,3,F,N,N,N,N,N,N,N,Y
6471,8586,LA,5,M,N,N,N,N,N,Y,N,N
6472,8587,BU,3,M,Y,N,N,N,N,N,N,N
6473,8588,LA,4,F,N,N,N,N,N,N,N,Y
6474,8589,EN,5,M,N,N,N,N,N,Y,N,N
6475,8590,AR,5,F,N,N,Y,N,N,N,Y,N
6476,8591,EN,4,M,N,N,Y,N,N,N,N,N
6477,8592,EN,4,M,N,N,Y,N,N,N,Y,N
6478,8593,BU,4,M,N,N,Y,N,N,N,Y,N
6479,8594,FA,3,F,N,N,Y,N,N,Y,N,N
6480,8595,LA,4,F,N,N,N,N,N,Y,N,N
6481,8596,EN,5,F,N,N,Y,N,N,N,N,N
6482,8597,LA,3,F,N,N,N,N,N,Y,N,N
6483,8598,EN,3,M,N,N,Y,N,N,N,Y,N
6484,8599,BU,3,M,N,N,N,N,N,N,N,Y
6485,8600,LA,3,F,N,N,N,N,N,Y,N,N
6486,8601,EN,5,F,N,N,Y,N,N,N,Y,N
6487,8602,LA,5,F,N,N,Y,N,N,N,Y,N
6488,8603,LA,3,F,N,N,N,N,N,Y,N,N
6489,8604,EN,5,F,N,N,Y,N,N,N,Y,N
6490,8605,BU,3,M,N,N,N,N,N,Y,N,N
6491,8606,LA,2,M,N,N,N,Y,N,N,N,N
6492,8607,FA,3,F,N,N,Y,N,N,N,Y,N
6493,8608,BU,1,M,N,N,Y,N,N,N,Y,N
6494,8609,FA,4,M,N,N,N,N,N,Y,N,N
6495,8610,LA,4,M,N,N,Y,N,N,N,N,N
6496,8611,LA,4,M,Y,N,N,N,N,Y,N,N
6497,8612,LA,3,F,N,N,N,Y,N,N,N,N
6498,8613,LA,4,F,Y,N,N,N,N,Y,N,N
6499,8614,LA,2,M,N,N,N,N,N,Y,N,N
6500,8615,LA,4,F,N,N,N,N,N,Y,N,N
6501,8616,LA,4,M,N,N,Y,N,N,N,Y,N
6502,8617,AR,3,M,N,N,N,N,N,Y,N,N
6503,8618,BU,4,M,N,N,Y,N,N,N,N,N
6504,8619,LA,5,M,N,N,Y,N,N,N,Y,N
6505,8620,LA,0,M,N,N,Y,N,N,N,Y,N
6506,8621,LA,4,F,N,N,Y,N,N,N,N,N
6507,8622,LA,4,M,N,N,Y,N,N,N,Y,N
6509,8624,LA,2,F,N,N,Y,N,N,Y,N,N
6510,8625,BU,3,M,N,N,N,N,N,Y,N,N
6511,8626,LA,4,M,N,N,N,N,N,Y,N,N
6512,8627,LA,4,F,N,N,N,N,N,Y,N,N
6513,8628,AR,4,F,N,N,N,N,N,Y,N,N
6514,8629,FA,5,F,N,N,Y,N,N,N,N,N
6515,8630,LA,4,M,N,N,N,N,N,Y,N,N
6516,8631,BU,2,F,N,N,Y,Y,N,N,N,N
6517,8632,BU,3,M,N,N,N,N,N,Y,N,N
6518,8633,BU,4,F,Y,N,N,N,N,Y,N,N
6519,8634,LA,4,M,N,N,N,N,N,Y,N,N
6520,8635,BU,3,M,N,N,N,N,N,Y,N,N
6521,8636,LA,4,M,N,N,Y,N,N,Y,N,N
6522,8637,LA,4,F,N,N,N,N,N,Y,N,N
6523,8638,BU,3,M,N,N,N,N,N,Y,N,N
6524,8639,LA,3,M,N,N,Y,N,N,Y,N,N
6525,8640,LA,4,M,N,N,Y,N,N,N,N,N
6526,8641,LA,4,F,N,N,Y,N,N,N,Y,N
6527,8642,AR,3,F,N,N,N,N,N,Y,N,N
6528,8643,LA,3,F,Y,N,N,N,N,Y,N,N
6529,8644,LA,3,F,N,N,Y,N,N,N,N,N
6530,8645,LA,4,M,N,N,Y,N,N,N,Y,N
6531,8646,LA,4,F,N,N,Y,N,N,Y,N,N
6532,8647,LA,4,F,N,N,N,N,N,Y,N,N
6533,8648,LA,4,M,Y,N,Y,N,N,Y,N,N
6534,8649,LA,4,M,Y,N,N,N,N,N,N,N
6535,8650,LA,4,F,N,N,N,N,N,Y,N,N
6536,8651,EN,3,M,N,N,N,N,N,Y,N,N
6537,8652,EN,3,F,Y,N,N,N,N,Y,N,N
6538,8653,EN,3,M,N,N,N,N,N,Y,N,N
6539,8654,BU,4,M,N,N,Y,N,N,N,Y,N
6540,8655,LA,4,M,N,N,N,N,N,Y,N,N
6541,8656,BU,3,M,N,N,N,N,N,Y,N,N
6542,8657,BU,3,F,N,N,N,N,N,Y,N,N
6543,8658,LA,3,M,N,N,N,N,N,Y,N,N
6544,8659,AR,4,F,N,N,Y,N,N,N,Y,N
6545,8660,BU,3,M,N,N,Y,N,N,N,N,N
6546,8661,LA,4,M,N,N,N,N,N,Y,N,N
6547,8662,LA,3,F,N,N,N,N,N,Y,N,N
6548,8663,EN,4,M,N,N,Y,N,N,Y,N,N
6549,8664,BU,4,M,N,N,N,N,N,Y,N,N
6550,8665,LA,4,F,N,N,Y,N,N,N,N,N
6551,8666,EN,3,M,N,N,Y,N,N,N,N,N
6552,8667,LA,4,M,N,N,Y,N,N,N,N,N
6553,8668,LA,3,F,N,N,Y,N,N,N,N,N
6554,8669,LA,4,M,N,N,N,N,N,Y,N,N
6555,8670,LA,4,F,N,N,N,N,N,Y,N,N
6556,8671,EN,5,M,N,N,N,N,N,Y,N,N
6557,8672,LA,4,M,N,N,N,N,N,Y,N,N
6558,8673,LA,4,F,N,N,N,N,N,Y,N,N
6559,8674,AR,3,F,N,N,N,N,N,Y,N,N
6560,8675,LA,4,F,N,N,N,N,N,Y,N,N
